areacode,owned_outright,owned_mortgage,private_rented,social_rented
S00179929,15,26,11,2
S00179930,30,16,9,17
S00179931,19,24,4,13
S00179932,16,16,0,16
S00179933,8,24,0,0
S00179934,21,20,1,5
S00179935,10,15,14,6
S00179936,6,11,3,15
S00179937,34,31,1,0
S00179938,19,14,1,8
S00179939,28,11,3,0
S00179940,19,15,1,10
S00179941,11,19,5,2
S00179942,20,27,0,1
S00179943,17,8,2,2
S00179944,17,17,3,45
S00179945,8,9,3,21
S00179946,16,17,8,16
S00179947,25,25,2,2
S00179948,11,23,0,1
S00179949,27,18,2,0
S00179950,21,11,6,5
S00179951,21,17,5,1
S00179952,18,19,4,23
S00179953,16,14,3,11
S00179954,37,21,8,2
S00179955,16,16,8,5
S00179956,23,19,9,19
S00179957,36,16,1,1
S00179958,10,17,4,34
S00179959,25,18,1,4
S00179960,22,19,0,2
S00179961,22,17,3,9
S00179962,11,13,7,10
S00179963,32,15,0,4
S00179964,25,15,2,0
S00179965,23,18,0,19
S00179966,14,24,0,3
S00179967,20,13,7,13
S00179968,6,12,4,20
S00179969,13,12,5,19
S00179970,17,18,0,6
S00179971,25,16,1,1
S00179972,30,12,4,18
S00179973,6,0,3,66
S00179974,17,16,2,17
S00179975,13,19,2,13
S00179976,31,24,1,7
S00179977,23,21,6,16
S00179978,12,11,4,7
S00179979,16,13,3,6
S00179980,24,23,3,23
S00179981,13,10,0,6
S00179982,18,12,7,17
S00179983,6,20,2,25
S00179984,8,3,3,58
S00179985,20,13,2,20
S00179986,14,13,7,9
S00179987,19,13,5,16
S00179988,27,22,6,11
S00179989,23,14,2,27
S00179990,16,18,2,8
S00179991,16,3,7,49
S00179992,9,16,4,14
S00179993,9,14,4,13
S00179994,18,19,2,3
S00179995,24,14,4,16
S00179996,17,15,3,6
S00179997,15,19,3,6
S00179998,12,14,4,17
S00179999,28,23,1,2
S00180000,14,14,2,12
S00180001,37,11,3,0
S00180002,26,22,1,16
S00180003,23,20,3,8
S00180004,7,16,4,12
S00180005,31,10,7,20
S00180006,11,24,7,20
S00180007,9,35,8,6
S00180008,26,11,1,1
S00180009,6,17,2,9
S00180010,18,19,0,6
S00180011,13,7,3,53
S00180012,21,17,0,18
S00180013,21,13,1,7
S00180014,20,13,4,6
S00180015,19,12,3,26
S00180016,19,12,1,12
S00180017,2,6,1,66
S00180018,25,2,2,19
S00180019,14,7,2,17
S00180020,12,15,6,42
S00180021,33,18,4,9
S00180022,7,7,11,52
S00180023,7,4,5,69
S00180024,0,4,2,56
S00180025,2,0,2,43
S00180026,1,3,1,67
S00180027,17,14,5,10
S00180028,20,13,1,15
S00180029,6,2,1,50
S00180030,14,9,5,45
S00180031,17,6,3,15
S00180032,8,2,2,51
S00180033,10,3,0,28
S00180034,19,8,4,2
S00180035,1,1,3,68
S00180036,18,15,1,20
S00180037,2,9,4,39
S00180038,7,15,2,13
S00180039,17,1,4,19
S00180040,1,2,2,52
S00180041,11,4,6,56
S00180042,22,21,0,6
S00180043,10,15,2,12
S00180044,20,7,3,23
S00180045,18,3,2,22
S00180046,4,2,5,51
S00180047,1,0,1,79
S00180048,17,15,1,6
S00180049,4,7,15,14
S00180050,7,26,1,28
S00180051,1,2,1,52
S00180052,3,3,9,67
S00180053,1,3,3,47
S00180054,1,3,6,62
S00180055,1,10,2,31
S00180056,20,17,2,8
S00180057,15,18,0,9
S00180058,19,18,4,18
S00180059,12,11,0,18
S00180060,2,13,11,36
S00180061,22,21,4,16
S00180062,0,0,1,55
S00180063,1,2,0,51
S00180064,9,30,3,4
S00180065,7,6,1,34
S00180066,13,18,14,26
S00180067,1,1,1,50
S00180068,9,17,4,2
S00180069,4,0,1,77
S00180070,18,26,11,24
S00180071,1,2,1,29
S00180072,9,10,2,18
S00180073,11,5,8,35
S00180074,2,2,1,30
S00180075,6,7,1,17
S00180076,10,2,1,42
S00180077,6,14,4,55
S00180078,2,2,1,51
S00180079,19,6,1,31
S00180080,8,1,2,45
S00180081,3,4,1,70
S00180082,4,8,1,45
S00180083,16,13,3,29
S00180084,20,8,0,4
S00180085,14,26,10,4
S00180086,5,9,8,46
S00180087,2,10,3,50
S00180088,1,4,4,42
S00180089,20,16,4,23
S00180090,12,15,0,3
S00180091,3,5,10,18
S00180092,5,3,2,59
S00180093,11,6,4,23
S00180094,15,18,12,6
S00180095,2,2,4,40
S00180096,27,28,1,12
S00180097,23,18,0,8
S00180098,2,3,1,49
S00180099,7,3,2,49
S00180100,12,13,2,18
S00180101,16,5,7,17
S00180102,10,6,8,61
S00180103,4,19,1,5
S00180104,11,9,5,37
S00180105,13,20,2,4
S00180106,1,2,1,55
S00180107,10,4,0,32
S00180108,1,3,1,46
S00180109,4,64,1,5
S00180110,24,36,3,1
S00180111,6,5,3,45
S00180112,16,8,4,44
S00180113,0,6,8,26
S00180114,13,11,6,26
S00180115,11,3,3,29
S00180116,11,13,5,7
S00180117,1,2,2,34
S00180118,17,11,6,21
S00180119,28,26,5,16
S00180120,7,6,3,28
S00180121,5,11,5,54
S00180122,6,4,4,40
S00180123,16,5,9,57
S00180124,4,12,10,42
S00180125,7,10,4,38
S00180126,5,10,8,38
S00180127,8,4,2,18
S00180128,2,3,0,33
S00180129,9,7,5,12
S00180130,1,6,1,38
S00180131,14,21,2,8
S00180132,9,4,2,29
S00180133,34,14,1,31
S00180134,30,19,4,12
S00180135,12,17,4,5
S00180136,11,19,7,7
S00180137,5,7,2,47
S00180138,26,14,4,22
S00180139,13,4,4,21
S00180140,10,14,0,7
S00180141,18,8,1,19
S00180142,30,15,3,21
S00180143,40,9,1,16
S00180144,14,9,11,24
S00180145,13,41,11,6
S00180146,16,13,1,13
S00180147,7,7,13,47
S00180148,13,5,1,21
S00180149,4,9,1,36
S00180150,19,11,1,18
S00180151,2,10,35,32
S00180152,16,1,4,27
S00180153,10,13,0,9
S00180154,14,12,1,41
S00180155,33,20,6,11
S00180156,12,14,11,29
S00180157,2,7,11,40
S00180158,8,1,4,44
S00180159,23,12,5,27
S00180160,10,20,13,1
S00180161,35,25,5,10
S00180162,7,6,2,17
S00180163,26,14,1,8
S00180164,7,4,7,53
S00180165,2,3,8,33
S00180166,13,17,2,29
S00180167,13,14,1,21
S00180168,2,5,1,44
S00180169,12,6,3,26
S00180170,19,14,7,9
S00180171,6,6,0,36
S00180172,12,8,9,43
S00180173,8,7,0,31
S00180174,14,18,11,23
S00180175,5,8,1,30
S00180176,4,2,9,42
S00180177,3,8,11,46
S00180178,5,7,3,31
S00180179,0,1,0,44
S00180180,2,1,1,36
S00180181,10,2,4,36
S00180182,7,4,11,28
S00180183,12,21,9,16
S00180184,29,14,3,13
S00180185,30,8,6,26
S00180186,11,5,9,31
S00180187,15,13,15,13
S00180188,13,18,2,26
S00180189,28,26,1,12
S00180190,24,34,4,2
S00180191,40,21,2,5
S00180192,18,12,5,20
S00180193,16,13,2,21
S00180194,11,13,0,15
S00180195,17,10,1,12
S00180196,14,12,1,1
S00180197,5,2,22,2
S00180198,18,6,5,4
S00180199,27,27,9,7
S00180200,19,15,1,4
S00180201,16,23,15,2
S00180202,24,11,0,0
S00180203,23,25,6,14
S00180204,21,31,1,1
S00180205,26,20,8,2
S00180206,8,25,2,0
S00180207,24,22,0,2
S00180208,31,30,1,0
S00180209,20,33,9,1
S00180210,31,16,2,0
S00180211,26,29,6,14
S00180212,34,12,1,1
S00180213,33,29,3,0
S00180214,32,24,2,1
S00180215,14,21,9,2
S00180216,37,19,12,2
S00180217,25,14,12,6
S00180218,20,15,0,2
S00180219,21,24,17,3
S00180220,42,4,6,2
S00180221,46,11,3,2
S00180222,36,18,0,1
S00180223,28,10,3,4
S00180224,32,22,1,1
S00180225,16,12,1,1
S00180226,49,14,13,0
S00180227,33,25,3,2
S00180228,34,14,9,0
S00180229,25,30,0,1
S00180230,29,8,2,2
S00180231,28,18,6,6
S00180232,46,19,7,0
S00180233,8,16,1,0
S00180234,29,23,2,1
S00180235,17,25,5,18
S00180236,37,30,5,3
S00180237,33,38,1,4
S00180238,23,15,23,18
S00180239,8,14,14,32
S00180240,10,14,10,2
S00180241,23,9,12,0
S00180242,32,12,1,0
S00180243,13,13,2,3
S00180244,30,28,0,7
S00180245,23,15,4,6
S00180246,11,11,22,30
S00180247,14,13,1,2
S00180248,28,12,6,2
S00180249,27,6,5,34
S00180250,14,26,14,1
S00180251,17,15,7,25
S00180252,16,21,12,3
S00180253,22,15,8,23
S00180254,33,13,0,2
S00180255,26,11,5,5
S00180256,25,6,12,16
S00180257,17,12,16,3
S00180258,38,28,5,0
S00180259,10,10,4,23
S00180260,27,12,1,4
S00180261,36,27,5,3
S00180262,38,22,11,2
S00180263,26,6,14,21
S00180264,18,17,2,3
S00180265,31,12,0,2
S00180266,16,22,7,5
S00180267,24,22,3,0
S00180268,16,13,5,3
S00180269,19,22,6,19
S00180270,21,15,11,3
S00180271,17,25,22,0
S00180272,29,24,0,1
S00180273,26,13,17,1
S00180274,15,12,17,8
S00180275,5,13,9,22
S00180276,11,10,6,20
S00180277,10,21,30,0
S00180278,41,16,8,2
S00180279,21,20,7,18
S00180280,19,25,12,1
S00180281,39,24,2,1
S00180282,29,15,0,1
S00180283,21,20,8,5
S00180284,22,12,3,9
S00180285,13,12,7,22
S00180286,8,16,2,18
S00180287,32,30,5,0
S00180288,25,11,4,1
S00180289,34,19,0,0
S00180290,24,18,5,3
S00180291,18,13,4,9
S00180292,11,12,3,15
S00180293,45,14,4,1
S00180294,13,13,4,22
S00180295,23,14,4,10
S00180296,36,18,4,0
S00180297,33,15,1,0
S00180298,19,12,4,10
S00180299,28,21,2,0
S00180300,22,9,1,1
S00180301,18,16,1,6
S00180302,44,13,0,1
S00180303,30,20,0,1
S00180304,21,22,0,18
S00180305,16,11,1,17
S00180306,37,6,1,0
S00180307,22,4,0,0
S00180308,45,30,2,0
S00180309,43,23,1,1
S00180310,11,16,3,3
S00180311,25,23,5,5
S00180312,45,22,0,1
S00180313,13,13,0,1
S00180314,38,23,4,2
S00180315,3,27,1,0
S00180316,9,58,6,3
S00180317,1,25,0,0
S00180318,14,10,5,43
S00180319,9,10,3,18
S00180320,15,11,6,39
S00180321,6,2,0,33
S00180322,17,28,3,1
S00180323,4,3,2,29
S00180324,5,32,0,2
S00180325,3,6,1,36
S00180326,1,31,1,2
S00180327,30,35,10,3
S00180328,20,19,14,17
S00180329,4,55,0,4
S00180330,1,1,0,42
S00180331,4,46,0,1
S00180332,10,43,2,1
S00180333,0,2,2,50
S00180334,6,34,1,0
S00180335,5,58,0,2
S00180336,12,49,6,1
S00180337,16,27,4,6
S00180338,32,21,12,4
S00180339,25,17,10,6
S00180340,3,44,0,0
S00180341,9,11,10,11
S00180342,17,18,4,11
S00180343,32,27,6,2
S00180344,21,29,0,11
S00180345,17,16,3,12
S00180346,34,25,8,10
S00180347,6,20,7,28
S00180348,18,15,2,29
S00180349,13,14,8,25
S00180350,16,15,1,9
S00180351,12,19,0,25
S00180352,10,21,3,16
S00180353,10,13,8,25
S00180354,7,2,0,27
S00180355,30,12,0,13
S00180356,6,16,5,17
S00180357,12,18,4,6
S00180358,12,10,8,1
S00180359,14,10,4,1
S00180360,28,19,7,5
S00180361,29,32,2,7
S00180362,13,11,0,1
S00180363,12,13,2,1
S00180364,14,15,4,4
S00180365,11,16,1,0
S00180366,25,33,7,1
S00180367,20,13,9,35
S00180368,23,21,2,1
S00180369,3,2,0,79
S00180370,18,13,6,7
S00180371,22,26,3,8
S00180372,17,11,2,11
S00180373,17,48,12,0
S00180374,13,10,1,6
S00180375,14,13,4,1
S00180376,1,4,3,70
S00180377,20,22,4,20
S00180378,15,20,4,12
S00180379,40,32,1,9
S00180380,24,29,5,2
S00180381,2,3,1,28
S00180382,15,22,4,3
S00180383,22,16,1,10
S00180384,13,16,5,17
S00180385,7,23,7,4
S00180386,2,4,0,57
S00180387,12,21,4,1
S00180388,16,14,5,5
S00180389,14,26,6,18
S00180390,31,18,8,9
S00180391,1,13,2,32
S00180392,13,14,3,10
S00180393,31,15,5,15
S00180394,23,19,1,31
S00180395,11,25,5,9
S00180396,22,21,2,2
S00180397,11,17,4,14
S00180398,4,20,2,38
S00180399,12,21,8,26
S00180400,6,29,5,3
S00180401,7,23,5,1
S00180402,30,25,5,4
S00180403,6,34,2,10
S00180404,30,19,3,12
S00180405,3,4,10,45
S00180406,11,11,1,34
S00180407,18,12,5,20
S00180408,12,8,2,8
S00180409,19,17,0,2
S00180410,8,33,7,2
S00180411,18,9,1,5
S00180412,6,13,1,8
S00180413,14,17,2,23
S00180414,22,24,16,2
S00180415,3,4,8,44
S00180416,14,31,1,18
S00180417,21,14,2,38
S00180418,9,4,11,17
S00180419,17,14,1,1
S00180420,16,14,12,0
S00180421,4,4,4,46
S00180422,23,17,3,17
S00180423,14,17,14,27
S00180424,20,13,4,18
S00180425,13,14,2,11
S00180426,11,14,0,22
S00180427,26,49,5,5
S00180428,27,15,0,0
S00180429,13,13,1,43
S00180430,2,12,2,27
S00180431,15,13,0,17
S00180432,21,20,4,3
S00180433,7,10,4,17
S00180434,14,12,5,8
S00180435,20,12,7,4
S00180436,10,11,11,49
S00180437,10,55,1,14
S00180438,17,12,5,17
S00180439,15,13,14,20
S00180440,9,54,0,1
S00180441,23,15,3,4
S00180442,6,8,16,31
S00180443,15,9,7,2
S00180444,29,12,4,7
S00180445,19,35,16,5
S00180446,9,14,4,15
S00180447,15,18,4,27
S00180448,10,18,9,31
S00180449,13,12,2,10
S00180450,8,7,7,40
S00180451,7,5,5,31
S00180452,29,8,7,14
S00180453,15,16,1,0
S00180454,14,19,20,18
S00180455,11,7,5,21
S00180456,22,11,7,3
S00180457,26,20,1,1
S00180458,23,26,5,6
S00180459,18,14,6,18
S00180460,30,12,1,2
S00180461,22,12,3,22
S00180462,20,18,3,5
S00180463,20,7,2,17
S00180464,19,17,5,13
S00180465,27,20,5,3
S00180466,19,26,2,5
S00180467,9,9,11,25
S00180468,41,21,2,0
S00180469,25,24,7,2
S00180470,22,7,1,1
S00180471,24,14,1,1
S00180472,34,23,4,0
S00180473,28,16,3,0
S00180474,22,17,3,4
S00180475,34,13,4,1
S00180476,23,37,1,2
S00180477,30,16,5,1
S00180478,17,14,6,2
S00180479,15,17,10,11
S00180480,20,13,5,8
S00180481,11,41,4,1
S00180482,24,48,4,0
S00180483,9,29,1,0
S00180484,0,0,11,45
S00180485,10,9,11,4
S00180486,9,28,1,1
S00180487,30,23,6,16
S00180488,16,39,3,0
S00180489,24,16,3,30
S00180490,4,27,1,1
S00180491,21,41,4,1
S00180492,8,24,1,1
S00180493,29,41,2,4
S00180494,29,42,4,1
S00180495,16,9,2,1
S00180496,10,34,0,0
S00180497,11,15,0,2
S00180498,20,48,3,1
S00180499,25,15,1,20
S00180500,13,27,3,1
S00180501,21,19,7,9
S00180502,38,20,8,1
S00180503,17,17,1,0
S00180504,27,33,5,14
S00180505,32,19,4,1
S00180506,23,21,6,1
S00180507,7,19,9,8
S00180508,28,16,1,1
S00180509,23,14,2,2
S00180510,20,13,7,3
S00180511,35,24,4,4
S00180512,35,24,8,13
S00180513,25,11,4,3
S00180514,16,20,4,3
S00180515,18,14,7,16
S00180516,12,14,2,18
S00180517,39,34,3,4
S00180518,23,23,10,21
S00180519,23,20,2,18
S00180520,11,14,5,18
S00180521,12,9,5,12
S00180522,29,17,4,1
S00180523,8,52,0,0
S00180524,23,19,21,3
S00180525,31,35,3,1
S00180526,24,13,2,1
S00180527,30,13,1,2
S00180528,25,18,10,6
S00180529,25,18,26,6
S00180530,2,32,2,2
S00180531,3,22,6,28
S00180532,18,15,7,0
S00180533,3,16,1,28
S00180534,11,16,1,11
S00180535,21,12,0,0
S00180536,30,16,5,6
S00180537,5,14,4,35
S00180538,11,17,13,1
S00180539,42,23,2,1
S00180540,14,16,1,0
S00180541,16,12,1,24
S00180542,4,3,2,77
S00180543,39,28,2,1
S00180544,20,11,1,0
S00180545,9,8,2,20
S00180546,5,6,4,13
S00180547,28,31,5,6
S00180548,27,39,1,3
S00180549,19,20,3,11
S00180550,9,8,1,16
S00180551,4,10,5,13
S00180552,2,5,1,28
S00180553,12,8,6,17
S00180554,9,26,2,4
S00180555,14,4,3,12
S00180556,6,10,0,32
S00180557,24,6,7,39
S00180558,26,25,3,2
S00180559,20,9,3,9
S00180560,9,21,5,24
S00180561,4,18,3,20
S00180562,21,23,5,19
S00180563,14,27,3,21
S00180564,8,7,8,31
S00180565,7,12,0,30
S00180566,6,33,12,3
S00180567,10,14,8,49
S00180568,33,6,2,2
S00180569,33,29,4,2
S00180570,11,19,3,19
S00180571,11,8,17,20
S00180572,17,30,0,0
S00180573,11,4,11,38
S00180574,13,25,8,16
S00180575,16,12,13,30
S00180576,32,31,5,4
S00180577,55,12,1,2
S00180578,25,10,2,1
S00180579,23,19,5,25
S00180580,13,1,1,22
S00180581,19,22,20,1
S00180582,35,19,0,3
S00180583,12,9,16,16
S00180584,15,62,0,1
S00180585,7,14,5,12
S00180586,24,22,5,0
S00180587,7,23,2,2
S00180588,20,19,5,22
S00180589,17,24,5,20
S00180590,26,19,1,23
S00180591,19,22,8,12
S00180592,30,26,0,1
S00180593,15,11,6,17
S00180594,19,22,7,18
S00180595,10,22,9,11
S00180596,14,13,5,9
S00180597,18,13,12,27
S00180598,12,10,6,14
S00180599,9,15,1,22
S00180600,9,13,3,3
S00180601,20,35,7,1
S00180602,10,10,2,13
S00180603,34,24,9,5
S00180604,37,29,1,3
S00180605,14,18,7,24
S00180606,15,19,2,28
S00180607,10,8,5,43
S00180608,19,42,9,1
S00180609,28,24,3,1
S00180610,15,19,4,18
S00180611,9,12,5,20
S00180612,27,28,5,6
S00180613,9,11,3,23
S00180614,18,18,11,19
S00180615,27,5,3,3
S00180616,16,20,3,0
S00180617,32,10,6,1
S00180618,8,44,3,4
S00180619,29,15,4,21
S00180620,21,13,3,13
S00180621,21,20,7,29
S00180622,22,28,10,8
S00180623,25,21,6,20
S00180624,19,25,10,15
S00180625,19,24,4,2
S00180626,31,19,4,0
S00180627,19,26,6,17
S00180628,11,12,2,20
S00180629,8,14,9,30
S00180630,15,17,2,14
S00180631,7,15,41,7
S00180632,4,6,21,11
S00180633,1,10,11,21
S00180634,4,6,13,36
S00180635,19,18,6,11
S00180636,17,23,1,14
S00180637,18,14,3,7
S00180638,22,17,0,3
S00180639,4,4,21,32
S00180640,27,2,0,6
S00180641,18,13,1,24
S00180642,16,9,6,10
S00180643,10,11,4,31
S00180644,24,21,3,19
S00180645,21,23,2,5
S00180646,29,25,1,6
S00180647,25,24,8,16
S00180648,25,31,6,15
S00180649,14,16,2,1
S00180650,8,3,8,44
S00180651,16,11,2,9
S00180652,25,22,0,1
S00180653,12,21,3,22
S00180654,25,19,3,23
S00180655,15,14,0,1
S00180656,15,14,7,24
S00180657,6,10,3,21
S00180658,5,30,4,15
S00180659,36,16,5,9
S00180660,16,12,7,10
S00180661,17,17,0,8
S00180662,7,64,1,0
S00180663,21,6,8,13
S00180664,18,7,7,10
S00180665,25,34,7,15
S00180666,6,7,5,24
S00180667,16,15,10,18
S00180668,16,21,6,15
S00180669,25,15,2,2
S00180670,14,13,0,26
S00180671,13,10,7,16
S00180672,29,18,4,13
S00180673,5,3,0,57
S00180674,17,20,6,17
S00180675,19,18,3,19
S00180676,7,10,2,40
S00180677,3,7,33,16
S00180678,10,11,3,15
S00180679,13,20,4,24
S00180680,17,12,3,6
S00180681,12,12,2,10
S00180682,14,15,9,30
S00180683,10,12,2,16
S00180684,35,27,1,8
S00180685,15,58,1,3
S00180686,8,17,14,17
S00180687,16,33,2,5
S00180688,12,14,7,13
S00180689,10,27,15,2
S00180690,25,19,0,2
S00180691,15,17,5,13
S00180692,15,18,6,5
S00180693,6,39,3,0
S00180694,18,7,14,19
S00180695,26,21,5,15
S00180696,20,10,6,18
S00180697,11,8,0,30
S00180698,17,17,5,12
S00180699,28,35,3,0
S00180700,6,12,6,20
S00180701,8,5,2,44
S00180702,25,14,4,1
S00180703,36,19,5,10
S00180704,16,30,5,16
S00180705,5,4,13,53
S00180706,12,29,1,2
S00180707,17,6,6,27
S00180708,7,0,7,42
S00180709,10,27,5,15
S00180710,6,8,3,42
S00180711,18,24,3,1
S00180712,17,24,8,14
S00180713,7,14,4,3
S00180714,39,7,2,1
S00180715,14,19,4,18
S00180716,4,60,0,5
S00180717,9,15,6,28
S00180718,9,14,8,28
S00180719,2,42,1,1
S00180720,23,12,2,12
S00180721,10,5,0,45
S00180722,3,4,3,48
S00180723,19,13,4,2
S00180724,14,8,6,35
S00180725,10,19,9,8
S00180726,9,13,6,16
S00180727,11,16,3,24
S00180728,17,42,2,1
S00180729,13,0,3,33
S00180730,19,11,3,9
S00180731,12,10,4,19
S00180732,15,11,13,31
S00180733,14,36,4,0
S00180734,15,47,5,1
S00180735,13,59,2,2
S00180736,3,8,3,16
S00180737,2,4,1,44
S00180738,33,37,3,6
S00180739,27,47,3,1
S00180740,14,7,0,22
S00180741,3,12,1,11
S00180742,8,10,7,26
S00180743,7,13,17,37
S00180744,6,3,3,19
S00180745,7,7,1,15
S00180746,6,13,6,18
S00180747,10,26,32,9
S00180748,8,15,2,29
S00180749,10,30,6,30
S00180750,1,5,2,54
S00180751,10,16,2,13
S00180752,3,3,4,29
S00180753,35,18,1,2
S00180754,0,2,0,31
S00180755,3,15,32,4
S00180756,18,13,3,23
S00180757,9,15,5,3
S00180758,5,9,8,31
S00180759,17,12,6,18
S00180760,4,28,1,0
S00180761,17,18,8,28
S00180762,25,19,6,30
S00180763,22,14,8,23
S00180764,17,23,6,19
S00180765,6,14,1,24
S00180766,17,12,5,15
S00180767,6,14,2,19
S00180768,16,21,8,18
S00180769,7,11,2,24
S00180770,2,1,2,34
S00180771,14,38,1,1
S00180772,13,17,12,34
S00180773,7,4,0,41
S00180774,19,25,1,3
S00180775,17,25,14,0
S00180776,17,17,3,24
S00180777,15,16,7,18
S00180778,27,15,2,5
S00180779,5,28,22,31
S00180780,32,39,2,3
S00180781,40,33,3,1
S00180782,7,20,3,18
S00180783,7,7,2,40
S00180784,20,17,6,17
S00180785,10,3,4,30
S00180786,8,14,4,23
S00180787,5,20,1,0
S00180788,6,51,0,0
S00180789,8,21,3,40
S00180790,26,23,7,18
S00180791,4,6,8,23
S00180792,1,1,7,46
S00180793,16,30,4,6
S00180794,3,56,0,2
S00180795,9,16,4,19
S00180796,20,18,0,1
S00180797,8,7,5,39
S00180798,7,12,9,25
S00180799,10,14,11,39
S00180800,1,1,0,68
S00180801,17,13,6,29
S00180802,9,45,1,1
S00180803,6,0,6,28
S00180804,5,42,0,0
S00180805,18,16,3,9
S00180806,19,10,8,10
S00180807,8,10,4,26
S00180808,9,14,26,18
S00180809,35,25,3,4
S00180810,13,11,3,20
S00180811,25,12,4,7
S00180812,18,9,5,21
S00180813,12,69,5,4
S00180814,19,35,3,1
S00180815,4,9,8,20
S00180816,12,66,1,3
S00180817,9,4,6,20
S00180818,2,4,1,41
S00180819,5,23,35,4
S00180820,10,17,10,4
S00180821,8,14,2,51
S00180822,15,20,4,42
S00180823,1,14,0,22
S00180824,11,14,4,14
S00180825,7,4,3,23
S00180826,20,17,3,11
S00180827,8,8,5,16
S00180828,3,29,41,1
S00180829,6,8,10,8
S00180830,25,29,24,3
S00180831,9,60,0,3
S00180832,8,2,3,45
S00180833,7,5,4,28
S00180834,18,15,4,2
S00180835,17,16,6,16
S00180836,14,10,2,18
S00180837,12,11,1,19
S00180838,12,17,13,15
S00180839,16,17,9,22
S00180840,22,18,14,3
S00180841,9,28,1,2
S00180842,3,7,6,27
S00180843,23,30,5,33
S00180844,14,16,1,44
S00180845,7,3,17,44
S00180846,17,11,16,30
S00180847,3,5,3,33
S00180848,13,9,1,22
S00180849,14,41,1,1
S00180850,13,16,4,18
S00180851,13,17,3,24
S00180852,8,14,3,19
S00180853,13,11,4,34
S00180854,23,20,7,19
S00180855,12,15,2,23
S00180856,16,24,13,11
S00180857,18,26,3,1
S00180858,17,56,7,1
S00180859,1,1,6,42
S00180860,0,11,56,1
S00180861,18,41,3,8
S00180862,8,15,7,2
S00180863,8,32,6,5
S00180864,11,18,6,30
S00180865,5,0,8,29
S00180866,19,21,15,21
S00180867,12,21,0,22
S00180868,0,3,0,28
S00180869,25,13,2,6
S00180870,20,10,0,0
S00180871,7,5,7,30
S00180872,14,12,11,17
S00180873,5,7,0,28
S00180874,3,48,0,2
S00180875,13,7,3,14
S00180876,15,13,11,20
S00180877,18,14,5,8
S00180878,8,25,3,3
S00180879,22,20,5,8
S00180880,16,23,4,18
S00180881,17,39,1,2
S00180882,15,12,2,16
S00180883,13,33,3,18
S00180884,8,11,8,27
S00180885,7,13,3,51
S00180886,12,17,3,14
S00180887,8,22,4,13
S00180888,7,8,7,40
S00180889,11,9,5,32
S00180890,9,54,3,1
S00180891,25,17,5,21
S00180892,6,33,0,11
S00180893,5,25,18,5
S00180894,12,12,6,38
S00180895,18,26,3,19
S00180896,6,18,4,41
S00180897,16,25,3,0
S00180898,4,13,7,16
S00180899,7,53,4,2
S00180900,7,39,0,9
S00180901,14,11,15,0
S00180902,9,10,2,32
S00180903,22,19,12,17
S00180904,10,21,0,8
S00180905,17,9,4,28
S00180906,19,15,5,10
S00180907,30,22,2,5
S00180908,5,9,4,31
S00180909,9,27,32,3
S00180910,16,15,3,14
S00180911,3,0,0,52
S00180912,25,38,1,3
S00180913,26,21,1,1
S00180914,1,2,2,67
S00180915,4,7,6,52
S00180916,9,16,4,4
S00180917,16,29,12,11
S00180918,13,23,4,19
S00180919,34,24,17,1
S00180920,35,8,0,3
S00180921,18,6,4,4
S00180922,14,18,13,30
S00180923,19,15,5,2
S00180924,9,10,1,8
S00180925,21,30,6,3
S00180926,16,17,2,2
S00180927,4,8,1,71
S00180928,7,6,6,51
S00180929,21,19,2,14
S00180930,17,19,1,10
S00180931,2,38,3,11
S00180932,17,10,4,9
S00180933,26,21,7,1
S00180934,9,13,5,59
S00180935,7,11,3,29
S00180936,20,16,2,4
S00180937,9,35,9,0
S00180938,6,5,1,72
S00180939,9,14,15,27
S00180940,22,34,23,2
S00180941,4,2,0,37
S00180942,4,3,0,52
S00180943,20,11,0,18
S00180944,8,46,10,2
S00180945,25,4,1,13
S00180946,22,22,8,16
S00180947,19,26,7,9
S00180948,23,20,11,24
S00180949,11,60,2,5
S00180950,0,2,4,68
S00180951,33,10,0,6
S00180952,8,6,13,12
S00180953,12,14,3,17
S00180954,25,18,3,0
S00180955,32,20,5,0
S00180956,7,2,2,42
S00180957,10,12,2,24
S00180958,13,14,4,31
S00180959,15,16,3,37
S00180960,14,15,0,1
S00180961,7,15,0,10
S00180962,25,16,13,5
S00180963,4,6,2,60
S00180964,17,16,6,29
S00180965,18,11,6,10
S00180966,4,6,17,18
S00180967,2,5,1,82
S00180968,34,21,2,3
S00180969,19,22,18,10
S00180970,9,10,4,10
S00180971,20,24,6,14
S00180972,26,11,2,2
S00180973,4,17,10,22
S00180974,28,10,1,1
S00180975,2,2,4,71
S00180976,2,11,18,4
S00180977,17,51,4,0
S00180978,2,2,7,43
S00180979,5,6,5,45
S00180980,26,15,5,5
S00180981,10,7,5,17
S00180982,16,50,6,0
